Working_Year,Designation,Experience,Employment_Status,Employee_Location,Company_Size,Remote_Working_Ratio,Salary_USD
2024.0,Data Analyst,EN,FT,GB,M,0,55000.0
2024.0,Data Engineer,MI,FT,GB,M,0,55000.0
2024.0,Data Analyst,MI,FT,US,M,100,55000.0
2024.0,Data Scientist,MI,FT,US,M,100,148100.0
2024.0,Data Integration Engineer,SE,FT,US,M,0,148000.0
2024.0,AI Engineer,SE,FT,US,M,0,148000.0
2024.0,Data Engineer,SE,FT,US,M,0,148000.0
2024.0,Data Engineer,MI,FT,US,M,0,148000.0
2024.0,Data Scientist,SE,FT,US,M,0,148000.0
2024.0,Data Integration Engineer,SE,FT,US,M,0,148000.0
2024.0,Data Scientist,SE,FT,US,M,100,279000.0
2024.0,Data Architect,SE,FT,US,M,0,278800.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,278700.0
2024.0,Research Scientist,SE,FT,US,M,0,278700.0
2024.0,Data Scientist,MI,FT,US,M,0,55000.0
2024.0,Data Engineer,SE,FT,GB,M,100,55000.0
2024.0,Data Scientist,SE,FT,US,M,0,55000.0
2024.0,Data Analyst,EN,FT,GB,M,0,55000.0
2024.0,Data Analyst,SE,FT,US,M,0,55200.0
2024.0,Data Manager,SE,FT,US,M,0,55200.0
2024.0,Data Analyst,SE,FT,US,M,0,55200.0
2024.0,Data Manager,SE,FT,US,M,0,55200.0
2024.0,Data Engineer,SE,FT,US,M,0,277000.0
2024.0,Machine Learning Scientist,SE,FT,US,M,0,277000.0
2024.0,AI Research Engineer,MI,CT,HR,S,100,57000.0
2024.0,Data Analyst,EN,FT,US,M,100,57000.0
2024.0,Data Analyst,EN,FT,US,M,0,57300.0
2024.0,Data Engineer,SE,FT,US,M,0,277000.0
2024.0,Machine Learning Engineer,MI,FT,US,M,100,147900.0
2024.0,AI Engineer,SE,FT,US,M,0,276000.0
2024.0,Data Analytics Consultant,MI,FT,US,M,100,57500.0
2024.0,Data Engineer,SE,FT,US,M,0,276000.0
2024.0,Data Analyst,EN,FT,US,M,0,57700.0
2024.0,Research Engineer,EN,FT,US,M,0,57700.0
2024.0,Data Architect,SE,FT,US,M,0,276000.0
2024.0,Data Architect,SE,FT,US,M,0,276000.0
2024.0,Data Science,MI,FT,US,M,0,276000.0
2024.0,Data Engineer,SE,FT,US,M,0,277000.0
2024.0,Data Scientist,SE,FT,US,M,0,146900.0
2024.0,Data Scientist,SE,FT,US,M,0,155000.0
2024.0,Data Scientist,SE,FT,US,M,0,56000.0
2024.0,Data Analyst,SE,FT,US,M,0,55200.0
2024.0,Data Analyst,SE,FT,US,M,0,55200.0
2024.0,Data Analyst,SE,FT,US,M,0,55200.0
2024.0,Data Analyst,SE,FT,US,M,0,55200.0
2024.0,Research Scientist,SE,FT,US,M,0,278700.0
2024.0,Research Scientist,SE,FT,US,M,0,278700.0
2024.0,Data Operations Specialist,SE,FT,US,M,100,55720.0
2024.0,Data Analyst,EN,FT,US,M,0,55751.0
2024.0,Data Scientist,SE,FT,US,M,0,278700.0
2024.0,Research Scientist,SE,FT,US,M,0,278700.0
2024.0,Research Scientist,SE,FT,US,M,0,278700.0
2024.0,Research Scientist,SE,FT,US,M,0,278700.0
2024.0,Data Engineer,SE,FT,US,M,100,148000.0
2024.0,Research Scientist,SE,FT,US,M,0,148000.0
2024.0,Data Engineer,MI,FT,US,M,100,148000.0
2024.0,Analytics Engineer,MI,FT,US,M,100,148000.0
2024.0,Business Intelligence Analyst,SE,FT,US,M,0,148300.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,270000.0
2024.0,Data Engineer,SE,FT,AU,M,0,270000.0
2024.0,Data Engineer,MI,FT,US,M,0,61600.0
2024.0,Data Analyst,EN,FT,US,M,100,61700.0
2024.0,Data Analyst,EN,FT,US,M,100,61700.0
2024.0,Head of Data,EX,FT,US,M,0,263000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,146000.0
2024.0,ML Engineer,SE,FT,US,M,100,262269.0
2024.0,Business Intelligence Manager,MI,FT,US,M,0,263000.0
2024.0,Data Scientist,MI,FT,CA,M,0,146000.0
2024.0,Data Analyst,MI,FT,US,M,100,61800.0
2024.0,MLOps Engineer,MI,FT,CA,M,0,156200.0
2024.0,Applied Scientist,SE,FT,US,M,100,156300.0
2024.0,Data Science,SE,FT,US,M,0,261050.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,260800.0
2024.0,Machine Learning Engineer,EN,FT,US,M,100,260100.0
2024.0,Data Analyst,MI,FT,US,M,100,61800.0
2024.0,Data Analyst,EN,FT,US,M,0,61463.0
2024.0,Research Engineer,SE,FT,US,M,0,146000.0
2024.0,Research Scientist,SE,FT,US,M,0,146000.0
2024.0,Data Management Analyst,EN,FT,US,M,0,60000.0
2024.0,Data Analyst,MI,FT,US,M,0,60000.0
2024.0,Data Analyst,SE,FT,GB,M,0,60000.0
2024.0,Applied Research Scientist,SE,FT,DE,S,0,60000.0
2024.0,Data Scientist,SE,FT,US,M,0,146000.0
2024.0,Data Analyst,EN,FT,US,M,0,60080.0
2024.0,Data Architect,SE,FT,US,M,0,146000.0
2024.0,Data Analyst,EN,FT,US,M,0,60500.0
2024.0,Data Scientist,SE,FT,US,M,0,146000.0
2024.0,Data Science,EN,FT,US,M,0,60800.0
2024.0,Data Lead,SE,FT,US,M,0,60860.0
2024.0,Data Architect,SE,FT,US,M,0,146000.0
2024.0,Data Analyst,MI,FT,US,M,0,61000.0
2024.0,Research Scientist,SE,FT,US,M,0,146000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,100,263500.0
2024.0,Machine Learning Engineer,MI,FT,US,M,100,260100.0
2024.0,BI Developer,SE,FT,GB,M,0,60000.0
2024.0,Applied Scientist,SE,FT,US,L,0,260000.0
2024.0,Research Engineer,SE,FT,US,M,0,62000.0
2024.0,Applied Scientist,SE,FT,US,L,0,260000.0
2024.0,Data Analyst,EN,FT,US,M,0,63000.0
2024.0,Business Intelligence Analyst,EN,FT,US,M,0,63444.0
2024.0,Data Scientist,SE,FT,US,M,0,64000.0
2024.0,Research Engineer,MI,FT,US,M,0,64000.0
2024.0,Data Science Analyst,EN,FT,US,M,0,64000.0
2024.0,Data Engineer,SE,FT,US,M,0,260000.0
2024.0,Data Analyst,EN,FT,US,M,100,64000.0
2024.0,Data Architect,SE,FT,US,M,0,64200.0
2024.0,Data Analyst,EN,FT,US,M,0,64500.0
2024.0,Data Analyst,EN,FT,US,M,0,64600.0
2024.0,Data Analyst,EN,FT,US,M,0,64600.0
2024.0,Data Analyst,EN,FT,US,M,100,64900.0
2024.0,Data Analyst,EN,FT,US,M,100,64900.0
2024.0,Data Architect,SE,FT,US,M,0,64200.0
2024.0,Managing Director Data Science,EX,FT,US,L,50,260000.0
2024.0,Applied Scientist,SE,FT,US,L,0,260000.0
2024.0,Applied Scientist,SE,FT,US,L,0,260000.0
2024.0,Data Scientist,MI,FT,US,M,0,62000.0
2024.0,Data Engineer,MI,FT,US,M,0,62000.0
2024.0,Data Engineer,MI,FT,US,M,0,62000.0
2024.0,BI Developer,MI,FT,US,M,0,62100.0
2024.0,BI Developer,MI,FT,US,M,0,62100.0
2024.0,Data Analyst,SE,FT,US,M,0,62300.0
2024.0,Data Engineer,MI,FT,US,M,0,62300.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,260000.0
2024.0,Data Scientist,MI,FT,US,M,0,260000.0
2024.0,Applied Scientist,SE,FT,US,L,0,260000.0
2024.0,Applied Scientist,SE,FT,US,L,0,260000.0
2024.0,Applied Scientist,SE,FT,US,L,0,260000.0
2024.0,Business Intelligence,SE,FT,US,M,0,260000.0
2024.0,Applied Scientist,SE,FT,US,L,0,260000.0
2024.0,Applied Scientist,SE,FT,US,L,0,260000.0
2024.0,Applied Scientist,SE,FT,US,L,0,260000.0
2024.0,BI Data Analyst,SE,FT,DE,S,50,60000.0
2024.0,Data Analyst,EN,FT,US,M,100,60000.0
2024.0,Data Engineer,SE,FT,PL,M,100,60000.0
2024.0,Data Engineer,SE,FT,US,M,0,146266.0
2024.0,Data Engineer,SE,FT,US,M,0,146266.0
2024.0,Data Engineer,SE,FT,US,M,0,146266.0
2024.0,Data Engineer,SE,FT,US,M,0,146266.0
2024.0,Data Integration Developer,SE,FT,US,M,0,156000.0
2024.0,Business Intelligence Developer,SE,FT,US,M,0,156000.0
2024.0,Data Scientist,SE,FT,US,M,0,156000.0
2024.0,Analytics Engineer,SE,FT,US,M,0,156000.0
2024.0,Data Science Manager,MI,FT,US,M,0,267100.0
2024.0,Cloud Database Engineer,MI,FT,US,M,100,146125.0
2024.0,Research Engineer,SE,FT,US,M,0,156000.0
2024.0,Data Engineer,MI,FT,US,M,0,146100.0
2024.0,Data Engineer,SE,FT,US,M,0,266875.0
2024.0,Data Scientist,SE,FT,US,M,0,266875.0
2024.0,Head of Data,EX,FT,US,M,0,267500.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,267900.0
2024.0,Data Science,SE,FT,US,M,0,267900.0
2024.0,Data Analyst,EN,FT,US,M,0,156000.0
2024.0,Research Engineer,SE,FT,US,M,0,270000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,146900.0
2024.0,Data Scientist,SE,FT,US,M,0,146900.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,146900.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,146900.0
2024.0,Data Scientist,SE,FT,US,M,0,146900.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,146900.0
2024.0,Data Scientist,SE,FT,US,M,0,146900.0
2024.0,Business Intelligence,MI,FT,US,M,0,146851.0
2024.0,Data Scientist,SE,FT,US,M,0,146800.0
2024.0,Data Engineer,SE,FT,US,M,0,269100.0
2024.0,Data Scientist,SE,FT,CA,M,0,269000.0
2024.0,Data Science,SE,FT,US,M,0,268700.0
2024.0,Data Engineer,EX,FT,CA,M,0,268500.0
2024.0,Data Analyst,SE,FT,US,M,0,146500.0
2024.0,Machine Learning Engineer,SE,FT,US,M,100,146100.0
2024.0,Data Engineer,MI,FT,US,M,0,146100.0
2024.0,Data Analyst,SE,FT,US,M,100,156000.0
2024.0,Research Scientist,SE,FT,US,M,0,146000.0
2024.0,Data Operations Associate,MI,FT,DE,M,0,60000.0
2024.0,Business Intelligence Developer,SE,FT,GB,M,0,60000.0
2024.0,Data Scientist,SE,FT,ES,M,0,60000.0
2024.0,Data Integration Specialist,MI,FT,US,M,0,60000.0
2024.0,Data Science Engineer,SE,FT,UA,M,0,60000.0
2024.0,Data Scientist,SE,FT,US,M,0,146000.0
2024.0,Data Engineer,MI,FT,DE,L,0,60000.0
2024.0,Data Scientist,SE,FT,LT,M,0,60000.0
2024.0,Data Engineer,SE,FT,GB,M,0,60000.0
2024.0,Data Engineer,MI,FT,US,M,0,60000.0
2024.0,Data Product Manager,MI,FT,US,M,0,60000.0
2024.0,Machine Learning Engineer,SE,FT,BR,M,100,60000.0
2024.0,Data Scientist,SE,FT,GB,M,0,60000.0
2024.0,Data Engineer,MI,FT,US,M,100,60000.0
2024.0,Data Specialist,MI,FT,US,M,0,60000.0
2024.0,Data Scientist,MI,FT,US,M,0,60000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,270000.0
2024.0,Data Analyst,EN,FT,US,M,0,60000.0
2024.0,Data Engineer,SE,FT,US,M,0,146000.0
2024.0,Applied Scientist,SE,FT,US,M,0,266482.0
2024.0,Data Engineer,EN,FT,US,M,0,146000.0
2024.0,Data Engineer,MI,FT,US,M,100,146000.0
2024.0,Research Scientist,SE,FT,US,M,0,146000.0
2024.0,Data Engineer,EN,FT,US,M,0,146000.0
2024.0,AI Architect,SE,FT,US,M,0,266000.0
2024.0,Research Engineer,SE,FT,US,M,0,146000.0
2024.0,Data Engineer,SE,FT,US,M,0,146000.0
2024.0,Data Science,SE,FT,US,M,0,146000.0
2024.0,Data Analyst,SE,FT,US,M,0,146000.0
2024.0,Research Engineer,SE,FT,US,M,0,146000.0
2024.0,Data Engineer,SE,FT,US,M,0,265200.0
2024.0,Machine Learning Engineer,EX,FT,US,M,0,265000.0
2024.0,Data Architect,SE,FT,US,M,0,146000.0
2024.0,Research Engineer,SE,FT,US,M,0,146000.0
2024.0,Data Scientist,SE,FT,PT,M,0,60000.0
2024.0,Data Scientist,MI,FT,US,M,0,85000.0
2024.0,Data Engineer,SE,FT,US,M,0,139700.0
2024.0,Data Analyst,SE,FT,US,M,0,85000.0
2024.0,Research Engineer,SE,FT,US,M,0,112000.0
2024.0,Analytics Engineer,SE,FT,US,M,0,112000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,112000.0
2024.0,Data Science Consultant,SE,FT,US,M,0,112000.0
2024.0,Business Intelligence Analyst,SE,FT,GB,M,0,112000.0
2024.0,Data Analyst,EN,FT,US,M,0,112000.0
2024.0,Business Intelligence Analyst,SE,FT,CA,M,100,112125.0
2024.0,Data Engineer,EN,FT,US,M,0,130916.0
2024.0,Research Engineer,EN,FT,US,M,0,193500.0
2024.0,Machine Learning Engineer,MI,FT,US,M,0,130900.0
2024.0,Data Engineer,MI,FT,CA,M,0,193412.0
2024.0,Data Analyst,SE,FT,US,M,100,193000.0
2024.0,Data Scientist,SE,FT,US,M,0,193000.0
2024.0,Data Specialist,MI,FT,US,M,100,112500.0
2024.0,Business Intelligence,SE,FT,US,M,0,193000.0
2024.0,Data Scientist,SE,FT,US,M,0,112000.0
2024.0,Data Scientist,SE,FT,US,M,0,193000.0
2024.0,Data Science Consultant,SE,FT,US,M,0,112000.0
2024.0,Data Scientist,MI,FT,US,M,0,112000.0
2024.0,Data Science,SE,FT,US,M,0,112000.0
2024.0,Data Modeler,SE,FT,US,M,0,112000.0
2024.0,Data Engineer,EX,FT,US,M,0,112000.0
2024.0,Data Engineer,MI,FT,US,M,0,112000.0
2024.0,Data Modeler,MI,FT,US,M,0,112000.0
2024.0,Business Intelligence Manager,MI,FT,US,M,100,112000.0
2024.0,Data Scientist,MI,FT,US,M,0,112000.0
2024.0,Data Scientist,MI,FT,GB,M,0,112000.0
2024.0,Data Analyst,EN,FT,US,M,0,112000.0
2024.0,Data Science Consultant,SE,FT,US,M,0,112000.0
2024.0,Analytics Engineer,MI,FT,US,M,100,112000.0
2024.0,BI Developer,SE,FT,US,M,0,112000.0
2024.0,Data Engineer,MI,FT,US,M,0,112000.0
2024.0,Data Engineer,SE,FT,US,M,0,112000.0
2024.0,Data Modeler,SE,FT,US,M,0,112000.0
2024.0,Data Analyst,MI,FT,US,M,0,112000.0
2024.0,Data Scientist,MI,FT,US,M,0,112000.0
2024.0,Data Engineer,MI,FT,US,M,0,193000.0
2024.0,Machine Learning Engineer,SE,FT,LT,M,0,112800.0
2024.0,Data Engineer,SE,FT,US,M,0,113000.0
2024.0,Data Scientist,SE,FT,US,M,0,113050.0
2024.0,Business Intelligence Analyst,SE,FT,US,M,0,113100.0
2024.0,Research Engineer,SE,FT,US,M,0,113210.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,192000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,192000.0
2024.0,Data Analyst,MI,FT,US,M,100,113500.0
2024.0,Machine Learning Engineer,EN,FT,US,M,0,130400.0
2024.0,Research Scientist,SE,FT,US,M,0,113700.0
2024.0,Data Science,SE,FT,US,M,0,130300.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,172200.0
2024.0,Data Engineer,SE,FT,US,M,0,130100.0
2024.0,Data Engineer,SE,FT,US,M,0,130100.0
2024.0,Data Engineer,SE,FT,US,M,100,172200.0
2024.0,Data Analyst,EN,FT,US,M,100,113800.0
2024.0,Data Engineer,MI,FT,US,M,0,113000.0
2024.0,Data Analyst,SE,FT,US,M,0,112715.0
2024.0,Data Engineer,SE,FT,US,M,0,113000.0
2024.0,Business Intelligence Analyst,EN,FT,US,M,0,192300.0
2024.0,Data Engineer,SE,FT,US,M,0,130500.0
2024.0,Analytics Engineer,SE,FT,US,M,0,130500.0
2024.0,Data Scientist,SE,FT,US,M,0,130500.0
2024.0,Data Scientist,SE,FT,US,M,0,192780.0
2024.0,Research Scientist,SE,FT,US,M,0,192700.0
2024.0,Research Scientist,SE,FT,US,M,0,192700.0
2024.0,Research Scientist,SE,FT,US,M,0,192700.0
2024.0,Research Scientist,SE,FT,US,M,0,192700.0
2024.0,Data Analyst,SE,FT,US,M,100,192500.0
2024.0,Data Analyst,SE,FT,US,M,100,192500.0
2024.0,Business Intelligence,SE,FT,US,M,0,192500.0
2024.0,Data Analyst,EN,FT,US,M,0,192500.0
2024.0,Analytics Engineer,MI,FT,US,M,100,192500.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,192500.0
2024.0,Data Analyst,SE,FT,US,M,100,192500.0
2024.0,Data Engineer,SE,FT,US,M,0,113000.0
2024.0,Data Scientist,MI,FT,US,M,0,112000.0
2024.0,Research Scientist,MI,FT,US,M,0,112000.0
2024.0,Research Scientist,SE,FT,US,M,0,112000.0
2024.0,Head of Data,EX,FT,US,M,0,195000.0
2024.0,Data Scientist,SE,FT,US,M,0,195000.0
2024.0,Data Architect,SE,FT,US,M,0,195000.0
2024.0,Data Scientist,SE,FT,US,M,100,110900.0
2024.0,Data Engineer,SE,FT,US,M,0,195000.0
2024.0,Data Scientist,SE,FT,US,M,0,195000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,100,195000.0
2024.0,Analytics Engineer,SE,FT,US,M,100,195000.0
2024.0,Data Engineer,SE,FT,US,M,0,131300.0
2024.0,Data Specialist,MI,FT,US,M,0,111000.0
2024.0,Data Scientist,MI,FT,US,M,0,111000.0
2024.0,Data Scientist,SE,FT,US,M,0,172000.0
2024.0,Data Scientist,SE,FT,US,M,0,172000.0
2024.0,Data Analyst,SE,FT,US,M,0,111200.0
2024.0,Data Engineer,MI,FT,US,M,0,111300.0
2024.0,Data Scientist,MI,FT,CA,M,0,110630.0
2024.0,Data Scientist,MI,FT,US,M,0,131200.0
2024.0,Data Architect,SE,FT,US,M,0,195000.0
2024.0,Data Scientist,SE,FT,US,M,100,195000.0
2024.0,Research Scientist,SE,FT,US,M,100,195500.0
2024.0,Machine Learning Engineer,SE,FT,US,M,100,195500.0
2024.0,Data Analyst,EN,FT,US,M,0,195500.0
2024.0,Data Scientist,SE,FT,US,M,100,195500.0
2024.0,Data Engineer,SE,FT,US,M,100,131414.0
2024.0,Research Scientist,MI,FT,US,L,0,195200.0
2024.0,Data Engineer,MI,FT,US,M,0,195200.0
2024.0,Data Engineer,MI,FT,US,M,0,171816.0
2024.0,Data Engineer,SE,FT,US,M,100,195000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,100,195000.0
2024.0,Data Scientist,SE,FT,US,M,0,195000.0
2024.0,Data Scientist,SE,FT,US,M,0,195000.0
2024.0,Data Scientist,SE,FT,US,M,100,195000.0
2024.0,Data Engineer,SE,FT,US,M,100,195000.0
2024.0,Data Engineer,SE,FT,US,M,100,195000.0
2024.0,AI Engineer,SE,FT,US,M,100,195000.0
2024.0,Data Analyst,SE,FT,US,M,100,111500.0
2024.0,Data Scientist,SE,FT,US,M,0,111500.0
2024.0,Analytics Engineer,EN,FT,US,M,0,111500.0
2024.0,Data Scientist,MI,FT,US,M,0,131000.0
2024.0,Data Scientist,MI,FT,US,M,0,194200.0
2024.0,Analytics Engineer,EN,FT,US,M,100,131000.0
2024.0,Data Scientist,SE,FT,US,M,100,194063.0
2024.0,Data Engineer,MI,FT,US,M,0,194000.0
2024.0,Data Scientist,MI,FT,US,M,0,112000.0
2024.0,Machine Learning Engineer,MI,FT,US,M,0,112000.0
2024.0,Data Analyst,EN,FT,US,M,0,112000.0
2024.0,Data Science Consultant,SE,FT,US,M,0,112000.0
2024.0,Data Engineer,EX,FT,US,M,0,112000.0
2024.0,Data Scientist,MI,FT,US,M,0,112000.0
2024.0,Research Scientist,MI,FT,US,M,0,112000.0
2024.0,Data Analyst,EN,FT,US,M,0,112000.0
2024.0,Data Analyst,EN,FT,US,M,0,112000.0
2024.0,Research Scientist,SE,FT,US,M,0,112000.0
2024.0,Analytics Engineer,MI,FT,US,M,0,172100.0
2024.0,Data Engineer,SE,FT,US,M,0,194500.0
2024.0,Data Engineer,SE,FT,US,M,0,194500.0
2024.0,Data Scientist,MI,FT,US,M,0,194500.0
2024.0,Data Analyst,EN,FT,US,M,100,111510.0
2024.0,Data Scientist,MI,FT,US,M,0,131200.0
2024.0,Data Manager,SE,FT,US,M,100,131200.0
2024.0,Data Manager,SE,FT,US,M,100,131200.0
2024.0,Data Scientist,MI,FT,US,M,100,131200.0
2024.0,Data Engineer,SE,FT,US,M,100,194992.0
2024.0,Data Manager,SE,FT,US,M,100,131200.0
2024.0,Data Scientist,MI,FT,US,M,100,172200.0
2024.0,Data Engineer,SE,FT,US,M,0,194500.0
2024.0,Data Scientist,MI,FT,US,L,0,111600.0
2024.0,Data Scientist,MI,FT,US,L,0,111600.0
2024.0,Data Scientist,MI,FT,US,L,0,111600.0
2024.0,Analytics Engineer,SE,FT,US,M,100,111648.0
2024.0,Data Engineer,SE,FT,US,M,0,194500.0
2024.0,Data Science,SE,FT,US,M,0,111800.0
2024.0,Data Engineer,MI,FT,US,M,0,111800.0
2024.0,Data Scientist,MI,FT,US,L,0,111600.0
2024.0,Data Engineer,SE,FT,US,M,100,172200.0
2024.0,Data Engineer,SE,FT,CA,M,0,130008.0
2024.0,Data Scientist,MI,FT,US,M,0,172200.0
2024.0,Data Analyst,MI,FT,US,M,100,130000.0
2024.0,Data Scientist,MI,FT,US,M,0,130000.0
2024.0,Data Modeler,SE,FT,US,M,100,130000.0
2024.0,Data Integration Engineer,MI,FT,US,M,0,130000.0
2024.0,Data Analytics Lead,SE,FT,US,M,0,130000.0
2024.0,Data Scientist,SE,FT,US,M,0,130000.0
2024.0,Data Engineer,SE,FT,US,M,0,130000.0
2024.0,Data Scientist,SE,FT,US,M,0,130000.0
2024.0,Business Intelligence Engineer,SE,FT,US,M,0,130000.0
2024.0,Data Engineer,EX,FT,US,M,0,130000.0
2024.0,Data Scientist,MI,FT,US,M,100,130000.0
2024.0,ML Engineer,SE,FT,US,M,0,130000.0
2024.0,Data Scientist,SE,FT,US,M,100,130000.0
2024.0,Data Engineer,SE,FT,US,M,0,130000.0
2024.0,BI Analyst,SE,FT,US,M,0,130000.0
2024.0,Research Engineer,MI,FT,US,M,0,190000.0
2024.0,Data Analyst,SE,FT,US,M,0,130000.0
2024.0,Data Scientist,MI,FT,US,M,100,190000.0
2024.0,Data Science Director,EX,FT,US,M,0,190000.0
2024.0,Data Scientist,SE,FT,US,M,0,190000.0
2024.0,Analytics Engineer,MI,FT,US,M,0,190000.0
2024.0,Analytics Engineer,MI,FT,US,M,0,190000.0
2024.0,AI Engineer,SE,FT,US,M,0,190000.0
2024.0,Data Engineer,SE,FT,US,M,0,190000.0
2024.0,AI Scientist,SE,FT,US,M,100,190000.0
2024.0,Data Scientist,SE,FT,US,M,100,190000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,100,190000.0
2024.0,Data Scientist,SE,FT,US,M,0,190000.0
2024.0,Business Intelligence Engineer,SE,FT,US,M,0,190000.0
2024.0,Data Engineer,SE,FT,US,M,100,190000.0
2024.0,Data Analyst,SE,FT,US,M,0,190000.0
2024.0,Data Analyst,SE,FT,US,M,0,190000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,100,190000.0
2024.0,Data Engineer,SE,FT,US,M,100,190000.0
2024.0,Data Engineer,SE,FT,US,M,100,190000.0
2024.0,Data Scientist,SE,FT,US,M,0,130000.0
2024.0,Analytics Engineer,MI,FT,GB,M,100,130000.0
2024.0,Data Engineer,MI,FT,US,M,0,115000.0
2024.0,Data Analyst,EN,FT,US,M,100,115000.0
2024.0,Data Architect,SE,FT,US,M,0,115000.0
2024.0,Data Scientist,SE,FT,US,M,100,115000.0
2024.0,Data Analyst,EN,FT,US,M,0,115000.0
2024.0,Data Analyst,SE,FT,US,M,0,115000.0
2024.0,Data Analyst,EN,FT,US,M,0,115000.0
2024.0,Data Scientist,SE,FT,US,M,0,115000.0
2024.0,Research Analyst,EN,FT,US,M,100,115000.0
2024.0,Data Engineer,MI,FT,US,M,100,115000.0
2024.0,Analytics Engineer,MI,FT,US,M,0,115000.0
2024.0,Data Analyst,SE,FT,US,M,0,115000.0
2024.0,Data Engineer,EN,FT,US,M,100,115000.0
2024.0,Data Engineer,MI,FT,US,M,100,115000.0
2024.0,Data Engineer,SE,FT,US,M,100,115000.0
2024.0,Data Analyst,SE,FT,US,M,0,115000.0
2024.0,Business Intelligence,SE,FT,US,M,0,115000.0
2024.0,Data Scientist,MI,FT,US,M,0,115000.0
2024.0,Business Intelligence Engineer,SE,FT,US,M,100,115000.0
2024.0,Data Engineer,MI,FT,US,M,0,115000.0
2024.0,Data Engineer,MI,FT,US,M,100,115000.0
2024.0,Data Engineer,SE,FT,US,M,0,115000.0
2024.0,Data Analyst,EN,FT,US,M,0,115000.0
2024.0,Data Analyst,SE,FT,US,M,0,115000.0
2024.0,Data Analyst,EN,FT,US,M,0,115000.0
2024.0,Data Analyst,SE,FT,CA,M,100,115000.0
2024.0,Data Integration Engineer,EN,FT,US,M,100,115000.0
2024.0,Analytics Engineer,SE,FT,US,M,100,190000.0
2024.0,Data Scientist,SE,FT,US,M,0,115000.0
2024.0,Data Analyst,SE,FT,US,M,0,115000.0
2024.0,Data Analyst,EN,FT,US,M,0,115000.0
2024.0,Data Engineer,SE,FT,US,M,0,115000.0
2024.0,Analytics Engineer,MI,FT,US,M,0,115000.0
2024.0,Data Engineer,EN,FT,US,M,100,115000.0
2024.0,Data Scientist,SE,FT,US,M,100,115000.0
2024.0,Data Analyst,SE,FT,US,M,0,115000.0
2024.0,BI Analyst,SE,FT,US,M,0,115000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,195500.0
2024.0,Data Scientist,SE,FT,CA,M,0,190000.0
2024.0,Research Engineer,SE,FT,US,M,0,190000.0
2024.0,Analytics Engineer,SE,FT,US,M,100,130000.0
2024.0,Data Scientist,SE,FT,US,M,0,130000.0
2024.0,Data Science,EX,FT,CA,M,0,114638.0
2024.0,Data Scientist,SE,FT,US,M,0,130000.0
2024.0,ML Ops Engineer,MI,FT,US,M,0,114800.0
2024.0,Data Analyst,EN,FT,US,M,0,130000.0
2024.0,Data Engineer,MI,FT,US,M,0,130000.0
2024.0,Machine Learning Engineer,MI,FT,US,M,100,130000.0
2024.0,Data Engineer,SE,FT,US,M,0,130000.0
2024.0,Data Engineer,EX,FT,US,M,0,191857.0
2024.0,Data Engineer,SE,FT,US,M,0,191857.0
2024.0,Data Scientist,SE,FT,US,M,0,130000.0
2024.0,Data Analyst,EN,FT,US,M,0,130000.0
2024.0,Data Scientist,MI,FT,US,M,0,130000.0
2024.0,Data Engineer,SE,FT,US,M,0,130000.0
2024.0,Data Scientist,MI,FT,US,M,0,114100.0
2024.0,Data Analyst,SE,FT,US,M,0,130000.0
2024.0,Data Engineer,SE,FT,US,M,0,130000.0
2024.0,Data Scientist,SE,FT,US,M,0,130000.0
2024.0,Machine Learning Engineer,SE,FT,US,M,0,172200.0
2024.0,Data Scientist,MI,FT,US,M,0,172200.0
2024.0,Data Science,MI,FT,US,M,0,130000.0
2024.0,Data Analytics Manager,MI,FT,US,M,100,130000.0
2024.0,Business Intelligence Analyst,EX,FT,US,M,0,130000.0
2024.0,Analytics Engineer,SE,FT,US,M,100,130000.0
2024.0,BI Analyst,SE,FT,US,M,0,130000.0
2024.0,Data Analyst,SE,FT,US,M,100,130000.0
2024.0,Data Analyst,EN,FT,US,M,0,114000.0
2024.0,Data Engineer,MI,FT,US,M,100,114000.0
2024.0,Data Engineer,SE,FT,US,M,100,114000.0
